,City,State,Major,Salary,CityState,lats,lons,County
268,Dallas,TX,EE,67000,"('Dallas', 'TX')",32.7801399,-96.80045109999999,Dallas
269,Dallas,TX,EE,67000,"('Dallas', 'TX')",32.7801399,-96.80045109999999,Dallas
270,Dallas,TX,EE,67000,"('Dallas', 'TX')",32.7801399,-96.80045109999999,Dallas
271,Phoenix,AZ,EE,67000,"('Phoenix', 'AZ')",33.4483771,-112.0740373,Maricopa
272,Dallas,TX,CHE,67000,"('Dallas', 'TX')",32.7801399,-96.80045109999999,Dallas
273,Phoenix,AZ,CPE,67000,"('Phoenix', 'AZ')",33.4483771,-112.0740373,Maricopa
274,Dallas,TX,EE,67000,"('Dallas', 'TX')",32.7801399,-96.80045109999999,Dallas
275,Phoenix,AZ,EE,67000,"('Phoenix', 'AZ')",33.4483771,-112.0740373,Maricopa
276,Dallas,TX,PHY,65800,"('Dallas', 'TX')",32.7801399,-96.80045109999999,Dallas
277,Dallas,TX,EE,67000,"('Dallas', 'TX')",32.7801399,-96.80045109999999,Dallas
278,Princton,IN,ME,63000,"('Princton', 'IN')",38.3553236,-87.5675222,Gibson
279,Bremen,IN,ME,55000,"('Bremen', 'IN')",41.44643600000001,-86.14805799999999,Marshall
280,Des Plaines,IL,CHE,69000,"('Des Plaines', 'IL')",42.0333623,-87.88339909999999,Cook
281,Chicago,IL,CHE,71000,"('Chicago', 'IL')",41.8781136,-87.6297982,Cook
282,Des Plaines,IL,CHE BE,69000,"('Des Plaines', 'IL')",42.0333623,-87.88339909999999,Cook
283,Seymour,IN,EE,60000,"('Seymour', 'IN')",38.9592201,-85.8902547,Jackson
284,Seymour,IN,EE,60000,"('Seymour', 'IN')",38.9592201,-85.8902547,Jackson
285,San Diego,CA,CPE,68000,"('San Diego', 'CA')",32.7153292,-117.1572551,San Diego
286,Louisville,KY,CE,54000,"('Louisville', 'KY')",38.2526647,-85.7584557,Jefferson
287,Louisville,KY,CE,54000,"('Louisville', 'KY')",38.2526647,-85.7584557,Jefferson
288,Lombard,IL,CE,55000,"('Lombard', 'IL')",41.8800296,-88.00784349999999,Dupage
289,Indianapolis,IN,CE,45006,"('Indianapolis', 'IN')",39.768403,-86.158068,Marion
290,Indianapolis,IN,CE,53520,"('Indianapolis', 'IN')",39.768403,-86.158068,Marion
291,Chicago,IL,CS,70000,"('Chicago', 'IL')",41.8781136,-87.6297982,Cook
292,Clinton,IN,CE,59800,"('Clinton', 'IN')",39.6569817,-87.3980741,Vermillion
293,Walled Lake,MI,ME,60000,"('Walled Lake', 'MI')",42.537811,-83.4810481,Oakland
294,Farmington Hills,MI,CS,60000,"('Farmington Hills', 'MI')",42.4989936,-83.3677168,Oakland
295,Brownsburg,IN,ME,53000,"('Brownsburg', 'IN')",39.8433769,-86.39777350000001,Hendricks
296,Warsaw,IN,BE,58000,"('Warsaw', 'IN')",41.2381,-85.8530469,Kosciusko
297,Westford,MA,EE,59000,"('Westford', 'MA')",42.5792583,-71.4378411,Middlesex
298,Westford,MA,EE,59000,"('Westford', 'MA')",42.5792583,-71.4378411,Middlesex
299,Evansville,IN,ME,55000,"('Evansville', 'IN')",37.9715592,-87.5710898,Vanderburgh
300,Crawfordsville,IN,ME,49000,"('Crawfordsville', 'IN')",40.0411536,-86.87445160000001,Montgomery
301,Peoria,IL,CHE,63000,"('Peoria', 'IL')",40.6936488,-89.5889864,Peoria
302,Decatur,IL,CHE,63000,"('Decatur', 'IL')",39.8403147,-88.9548001,Macon
303,Evansville,IN,ME,60700,"('Evansville', 'IN')",37.9715592,-87.5710898,Vanderburgh
304,Indianapolis,IN,ME,62000,"('Indianapolis', 'IN')",39.768403,-86.158068,Marion
305,Seattle,WA,CPE,90000,"('Seattle', 'WA')",47.6062095,-122.3320708,King
306,Seattle,WA,CS,90000,"('Seattle', 'WA')",47.6062095,-122.3320708,King
307,Seattle,WA,CS,90000,"('Seattle', 'WA')",47.6062095,-122.3320708,King
308,Seattle,WA,CS,90000,"('Seattle', 'WA')",47.6062095,-122.3320708,King
309,Seattle,WA,CS,90000,"('Seattle', 'WA')",47.6062095,-122.3320708,King
310,Seattle,WA,CS,90000,"('Seattle', 'WA')",47.6062095,-122.3320708,King
311,St. Louis,MO,CE,60000,"('St. Louis', 'MO')",38.6270025,-90.19940419999999,St Louis
312,Indianapolis,IN,EE,70000,"('Indianapolis', 'IN')",39.768403,-86.158068,Marion
313,Houston,TX,ME,94000,"('Houston', 'TX')",29.7601927,-95.36938959999999,Harris
314,Houston,TX,ME,94000,"('Houston', 'TX')",29.7601927,-95.36938959999999,Harris
315,Chattanooga,TN,CE,53000,"('Chattanooga', 'TN')",35.0456297,-85.3096801,Hamilton
316,Steelton,PA,ME,61200,"('Steelton', 'PA')",40.2353679,-76.84136130000002,Dauphin
317,Burns Harbor,IN,ME,61900,"('Burns Harbor', 'IN')",41.6258708,-87.1333676,Porter
318,Burns Harbor,IN,CPE,60900,"('Burns Harbor', 'IN')",41.6258708,-87.1333676,Porter
319,Burns Harbor,IN,ME,61200,"('Burns Harbor', 'IN')",41.6258708,-87.1333676,Porter
320,Peoria,IL,CHE,63000,"('Peoria', 'IL')",40.6936488,-89.5889864,Peoria
321,Peoria,IL,CHE,63000,"('Peoria', 'IL')",40.6936488,-89.5889864,Peoria
322,Decatur,IL,EE,61000,"('Decatur', 'IL')",39.8403147,-88.9548001,Macon
323,Chicago,IL,ME,60000,"('Chicago', 'IL')",41.8781136,-87.6297982,Cook
324,Chicago,IL,ME,62000,"('Chicago', 'IL')",41.8781136,-87.6297982,Cook
325,Austin,TX,CPE,62500,"('Austin', 'TX')",30.267153,-97.7430608,Travis
326,Fort Wayne,IN,EE,61000,"('Fort Wayne', 'IN')",41.079273,-85.1393513,Allen
327,Fort Wayne,IN,EE,62000,"('Fort Wayne', 'IN')",41.079273,-85.1393513,Allen
328,St. Louis,MO,CPE,58000,"('St. Louis', 'MO')",38.6270025,-90.19940419999999,St Louis
329,St. Louis,MO,ME,55000,"('St. Louis', 'MO')",38.6270025,-90.19940419999999,St Louis
330,Indianapolis,IN,ME,55000,"('Indianapolis', 'IN')",39.768403,-86.158068,Marion
331,Indianapolis,IN,ME,64000,"('Indianapolis', 'IN')",39.768403,-86.158068,Marion
332,Indianapolis,IN,CS,75000,"('Indianapolis', 'IN')",39.768403,-86.158068,Marion
333,Indianapolis,IN,SE,66000,"('Indianapolis', 'IN')",39.768403,-86.158068,Marion
334,Neenau,WI,CHE,65000,"('Neenau', 'WI')",44.1858193,-88.462609,Winnebago
335,Charleston,SC,SE,63000,"('Charleston', 'SC')",32.7765656,-79.93092159999999,Charleston
336,Charleston,SC,CS,65000,"('Charleston', 'SC')",32.7765656,-79.93092159999999,Charleston
337,Charleston,SC,CS,62500,"('Charleston', 'SC')",32.7765656,-79.93092159999999,Charleston
338,Indianapolis,IN,CS,65000,"('Indianapolis', 'IN')",39.768403,-86.158068,Marion
339,Greenfield,IN,ME,60000,"('Greenfield', 'IN')",39.785043,-85.7694226,Hancock
340,St. Louis,MO,ME,62500,"('St. Louis', 'MO')",38.6270025,-90.19940419999999,St Louis
341,Temecula,CA,CHE,63000,"('Temecula', 'CA')",33.4936391,-117.1483648,Riverside
342,Wauwatosa,WI,CHEM,63000,"('Wauwatosa', 'WI')",43.0494572,-88.0075875,Milwaukee
343,Spencer,IN,BE,57000,"('Spencer', 'IN')",39.2867117,-86.7625058,Owen
344,Baltimore,MD,CE,59000,"('Baltimore', 'MD')",39.2903848,-76.6121893,US
345,Houston,TX,CHE,78000,"('Houston', 'TX')",29.7601927,-95.36938959999999,Harris
346,Chicago,IL,EE,65000,"('Chicago', 'IL')",41.8781136,-87.6297982,Cook
347,Kansas City,MO,CHE,62000,"('Kansas City', 'MO')",39.0997265,-94.5785667,Jackson
348,Lafayette,IN,ME,64224,"('Lafayette', 'IN')",40.4167022,-86.87528689999999,Tippecanoe
349,Peoria,IL,ME,63000,"('Peoria', 'IL')",40.6936488,-89.5889864,Peoria
350,Peoria,IL,EE,64000,"('Peoria', 'IL')",40.6936488,-89.5889864,Peoria
351,Tucson,AZ,ME,64000,"('Tucson', 'AZ')",32.2217429,-110.926479,Pima
352,Peoria,IL,ME,64224,"('Peoria', 'IL')",40.6936488,-89.5889864,Peoria
353,Indianapolis,IN,CE,43000,"('Indianapolis', 'IN')",39.768403,-86.158068,Marion
354,Alexandria,VA,CS,75000,"('Alexandria', 'VA')",38.8048355,-77.0469214,US
355,Auburn Hills,MI,ME,60000,"('Auburn Hills', 'MI')",42.6875323,-83.2341028,Oakland
356,Pekin,IL,CHE,55000,"('Pekin', 'IL')",40.5675388,-89.640658,Tazewell
357,Bloomington,IN,ME,55200,"('Bloomington', 'IN')",39.165325,-86.52638569999999,Monroe
358,Bloomington,IN,BE,53400,"('Bloomington', 'IN')",39.165325,-86.52638569999999,Monroe
359,Bloomington,IN,CHE,55200,"('Bloomington', 'IN')",39.165325,-86.52638569999999,Monroe
360,Bloomington,IN,BE,59100,"('Bloomington', 'IN')",39.165325,-86.52638569999999,Monroe
361,Columbus,IN,EE,64000,"('Columbus', 'IN')",39.2014404,-85.9213796,Bartholomew
362,Columbus,IN,ME,61000,"('Columbus', 'IN')",39.2014404,-85.9213796,Bartholomew
363,Columbus,IN,EE,68000,"('Columbus', 'IN')",39.2014404,-85.9213796,Bartholomew
364,Columbus,IN,EE,66000,"('Columbus', 'IN')",39.2014404,-85.9213796,Bartholomew
365,Columbus,IN,EE,65000,"('Columbus', 'IN')",39.2014404,-85.9213796,Bartholomew
366,Columbus,IN,EE,63000,"('Columbus', 'IN')",39.2014404,-85.9213796,Bartholomew
367,Columbus,IN,ME,61000,"('Columbus', 'IN')",39.2014404,-85.9213796,Bartholomew
368,Columbus,IN,ME,61000,"('Columbus', 'IN')",39.2014404,-85.9213796,Bartholomew
369,Columbus,IN,ME,61000,"('Columbus', 'IN')",39.2014404,-85.9213796,Bartholomew
370,Indianapolis,IN,CS,62400,"('Indianapolis', 'IN')",39.768403,-86.158068,Marion
371,Cicero,IL,ME,47500,"('Cicero', 'IL')",41.8455877,-87.7539448,Cook
372,Muncie,IN,ME,66000,"('Muncie', 'IN')",40.1933767,-85.3863599,Delaware
373,Peoria,IL,ME,52000,"('Peoria', 'IL')",40.6936488,-89.5889864,Peoria
374,Fort Meade,MD,CS,55600,"('Fort Meade', 'MD')",39.1137602,-76.7267773,Anne Arundel
375,Hope,IN,ME,50000,"('Hope', 'IN')",39.3039397,-85.77137220000002,Bartholomew
376,Hope,IN,ME,50000,"('Hope', 'IN')",39.3039397,-85.77137220000002,Bartholomew
377,Chicago,IL,ME,70000,"('Chicago', 'IL')",41.8781136,-87.6297982,Cook
378,Evansville,MN,ME,48000,"('Evansville', 'MN')",46.0041275,-95.682824,Douglas
379,Freeport,TX,CHE,66228,"('Freeport', 'TX')",28.9541368,-95.35966169999999,Brazoria
380,Louisville,KY,CHE,67655,"('Louisville', 'KY')",38.2526647,-85.7584557,Jefferson
381,Deer Park,TX,CHE,66000,"('Deer Park', 'TX')",29.7052284,-95.1238204,Harris
382,Michigan City,IN,CHE,60000,"('Michigan City', 'IN')",41.70753939999999,-86.8950297,Laporte
383,Chicago,IL,SE,72000,"('Chicago', 'IL')",41.8781136,-87.6297982,Cook
384,Indianapolis,IN,ME,63000,"('Indianapolis', 'IN')",39.768403,-86.158068,Marion
385,Indianapolis,IN,ME,63000,"('Indianapolis', 'IN')",39.768403,-86.158068,Marion
386,Indianapolis,IN,BE,63000,"('Indianapolis', 'IN')",39.768403,-86.158068,Marion
387,Greenwood,IN,BE,55000,"('Greenwood', 'IN')",39.6136578,-86.10665259999999,Johnson
388,"Wheeling,",IL,ME,57000,"('Wheeling,', 'IL')",42.1391927,-87.9289591,Cook
389,Chicago,IL,SE,75000,"('Chicago', 'IL')",41.8781136,-87.6297982,Cook
390,Chicago,IL,CHE,60000,"('Chicago', 'IL')",41.8781136,-87.6297982,Cook
391,Champaign,IL,BE,50000,"('Champaign', 'IL')",40.1164204,-88.2433829,Champaign
392,Madison,WI,CHE,60000,"('Madison', 'WI')",43.0730517,-89.4012302,Dane
393,Madison,WI,CS,65000,"('Madison', 'WI')",43.0730517,-89.4012302,Dane
394,Mooresville,IN,ME,55000,"('Mooresville', 'IN')",39.6128243,-86.37415999999999,Morgan
395,Amherst,NY,ME,65000,"('Amherst', 'NY')",42.9756133,-78.7914222,Erie
396,Indianapolis,IN,CS,60000,"('Indianapolis', 'IN')",39.768403,-86.158068,Marion
397,Morris,IL,ME,65000,"('Morris', 'IL')",41.357254,-88.4211785,Grundy
398,Cleveland,OH,CS,70000,"('Cleveland', 'OH')",41.4994954,-81.6954088,Cuyahoga
399,Dearborn,MI,EE,62100,"('Dearborn', 'MI')",42.3222599,-83.17631449999999,Wayne
400,Sharonville,OH,ME,63780,"('Sharonville', 'OH')",39.2681136,-84.4132746,Hamilton
401,Dearborn,MI,EE,64000,"('Dearborn', 'MI')",42.3222599,-83.17631449999999,Wayne
402,Mount Vernon,IN,CE,35000,"('Mount Vernon', 'IN')",37.9322662,-87.8950267,Posey
403,Bakersfield,CA,BE,67000,"('Bakersfield', 'CA')",35.3732921,-119.0187125,Kern
404,Louisville,KY,ME,63000,"('Louisville', 'KY')",38.2526647,-85.7584557,Jefferson
405,Louisville,KY,ME,63000,"('Louisville', 'KY')",38.2526647,-85.7584557,Jefferson
406,Terre Haute,IN,ME,60000,"('Terre Haute', 'IN')",39.4667034,-87.41390919999999,Vigo
407,Na,NA,CHE,60000,"('Na', 'NA')",-22.95764,18.49041,NA
408,Zeeland,MI,ME,53100,"('Zeeland', 'MI')",42.8125246,-86.01865099999999,Ottawa
409,Montgomery,AL,EE,55000,"('Montgomery', 'AL')",32.3668052,-86.2999689,Montgomery
410,Brazil,IN,ME,52000,"('Brazil', 'IN')",39.523652,-87.1250154,Clay
411,Fontanet,IN,ME,33000,"('Fontanet', 'IN')",39.57536990000001,-87.2434821,Vigo
412,Madison,IN,OE,56368,"('Madison', 'IN')",38.7358933,-85.37995769999999,Jefferson
413,Chicago,IL,CS,80000,"('Chicago', 'IL')",41.8781136,-87.6297982,Cook
414,Chicago,IL,SE,80000,"('Chicago', 'IL')",41.8781136,-87.6297982,Cook
415,Assumption,IL,ME,62000,"('Assumption', 'IL')",39.5203188,-89.0489712,Christian
416,Homer City,PA,CE,56400,"('Homer City', 'PA')",40.5434007,-79.16225659999999,Indiana
417,Muncie,PA,CE,57000,"('Muncie', 'PA')",41.2056373,-76.78551519999999,Lycoming
418,Williston,ND,CHE,56400,"('Williston', 'ND')",48.1469683,-103.6179745,Williams
419,Bakersfield,CA,CHE,56400,"('Bakersfield', 'CA')",35.3732921,-119.0187125,Kern
420,Brighton,CO,CHE,56000,"('Brighton', 'CO')",39.9852617,-104.8205283,Adams
421,Farmington,NM,CHE,56400,"('Farmington', 'NM')",36.72805830000001,-108.2186856,San Juan
422,Muncie,PA,CHE,56400,"('Muncie', 'PA')",41.2056373,-76.78551519999999,Lycoming
423,Brighton,CO,CHE,56000,"('Brighton', 'CO')",39.9852617,-104.8205283,Adams
424,Williston,ND,CHE,64500,"('Williston', 'ND')",48.1469683,-103.6179745,Williams
425,Cannonsburg,PA,EE,56500,"('Cannonsburg', 'PA')",40.2625702,-80.18727969999999,Washington
426,Carmichaels,PA,CE,56600,"('Carmichaels', 'PA')",39.89674249999999,-79.9744992,Greene
427,Carmichaels,PA,CE,56400,"('Carmichaels', 'PA')",39.89674249999999,-79.9744992,Greene
428,Williston,ND,CE,54000,"('Williston', 'ND')",48.1469683,-103.6179745,Williams
429,Muscatine,IA,ME,55000,"('Muscatine', 'IA')",41.424473,-91.0432051,Muscatine
430,Coon Rapids,MN,EE,60000,"('Coon Rapids', 'MN')",45.1732394,-93.30300629999999,Anoka
431,Des Plaines,IL,CHE,69000,"('Des Plaines', 'IL')",42.0333623,-87.88339909999999,Cook
432,Indianapolis,IN,ME,57500,"('Indianapolis', 'IN')",39.768403,-86.158068,Marion
433,Laporte,IN,CE,44512,"('Laporte', 'IN')",41.611143,-86.7227195,Laporte
434,Chicago,IL,CE,52000,"('Chicago', 'IL')",41.8781136,-87.6297982,Cook
435,Indianapolis,IN,ME,70000,"('Indianapolis', 'IN')",39.768403,-86.158068,Marion
436,Indianapolis,IN,CS,70000,"('Indianapolis', 'IN')",39.768403,-86.158068,Marion
437,Indianapolis,IN,SE,70000,"('Indianapolis', 'IN')",39.768403,-86.158068,Marion
438,Indianapolis,IN,CS,70000,"('Indianapolis', 'IN')",39.768403,-86.158068,Marion
439,Indianapolis,IN,CS,70000,"('Indianapolis', 'IN')",39.768403,-86.158068,Marion
440,Indianapolis,IN,SE,70000,"('Indianapolis', 'IN')",39.768403,-86.158068,Marion
441,Indianapolis,IN,CS,75000,"('Indianapolis', 'IN')",39.768403,-86.158068,Marion
442,Georgetown,SC,CHE,65000,"('Georgetown', 'SC')",33.376834,-79.2944964,Georgetown
443,Valliant,OK,ME,63000,"('Valliant', 'OK')",34.0023293,-95.0938386,McCurtain
444,Texarkana,AR,CHE,67000,"('Texarkana', 'AR')",33.4417915,-94.0376881,Miller
445,Louisville,KY,ME,50000,"('Louisville', 'KY')",38.2526647,-85.7584557,Jefferson
446,Fort Wayne,IN,ME,59000,"('Fort Wayne', 'IN')",41.079273,-85.1393513,Allen
447,Indianapolis,IN,CE,50000,"('Indianapolis', 'IN')",39.768403,-86.158068,Marion
448,Merrillville,IN,ME,54500,"('Merrillville', 'IN')",41.4828144,-87.33281389999999,Lake
449,Chicago,IL,CS,60000,"('Chicago', 'IL')",41.8781136,-87.6297982,Cook
450,Dallas,TX,CE,55000,"('Dallas', 'TX')",32.7801399,-96.80045109999999,Dallas
451,Shelbyville,IN,CE,62500,"('Shelbyville', 'IN')",39.5214373,-85.7769238,Shelby
452,Shelbyville,IN,CHE,62500,"('Shelbyville', 'IN')",39.5214373,-85.7769238,Shelby
453,Kanazawa,JAPAN,ME,69600,"('Kanazawa', 'JAPAN')",36.56132540000001,136.6562051,JP
454,Lexington,KY,CS,75000,"('Lexington', 'KY')",38.0405837,-84.5037164,Fayette
455,Louisville,KY,ME,58000,"('Louisville', 'KY')",38.2526647,-85.7584557,Jefferson
456,Dayton,OH,CPE,65000,"('Dayton', 'OH')",39.7589478,-84.1916069,Montgomery
457,Dayton,OH,CPE,63000,"('Dayton', 'OH')",39.7589478,-84.1916069,Montgomery
458,Catlettsburg,KY,CHE,80000,"('Catlettsburg', 'KY')",38.4048042,-82.60043689999999,Boyd
459,Indianapolis,IN,CE,55000,"('Indianapolis', 'IN')",39.768403,-86.158068,Marion
460,Reston,VA,CS,93000,"('Reston', 'VA')",38.9586307,-77.35700279999999,Fairfax
461,Reston,VA,CS,95000,"('Reston', 'VA')",38.9586307,-77.35700279999999,Fairfax
462,Redmond,WA,CS,95000,"('Redmond', 'WA')",47.6739881,-122.121512,King
463,Redmond,WA,CS,95000,"('Redmond', 'WA')",47.6739881,-122.121512,King
464,Redmond,WA,CS,95000,"('Redmond', 'WA')",47.6739881,-122.121512,King
465,Seattle,WA,CS,95000,"('Seattle', 'WA')",47.6062095,-122.3320708,King
466,Redmond,WA,CS,95000,"('Redmond', 'WA')",47.6739881,-122.121512,King
467,Redmond,WA,CS,95000,"('Redmond', 'WA')",47.6739881,-122.121512,King
468,Redmond,WA,SE,95000,"('Redmond', 'WA')",47.6739881,-122.121512,King
469,Redmond,WA,CS,95000,"('Redmond', 'WA')",47.6739881,-122.121512,King
470,Redmond,WA,SE,102500,"('Redmond', 'WA')",47.6739881,-122.121512,King
471,Terre Haute,IN,CHEM,42000,"('Terre Haute', 'IN')",39.4667034,-87.41390919999999,Vigo
472,Monroeville,IN,ME,37200,"('Monroeville', 'IN')",40.9747705,-84.8682972,Allen
473,Indianapolis,IN,CE,54000,"('Indianapolis', 'IN')",39.768403,-86.158068,Marion
474,Indianapolis,IN,CE,47800,"('Indianapolis', 'IN')",39.768403,-86.158068,Marion
475,South Bend,IN,ME,58000,"('South Bend', 'IN')",41.6763545,-86.25198979999999,St Joseph
476,Mooresville,IN,ME,65000,"('Mooresville', 'IN')",39.6128243,-86.37415999999999,Morgan
477,Greensboro,GA,ME,60000,"('Greensboro', 'GA')",33.5756831,-83.18237890000002,Greene
478,Fremont,WV,CHE,55000,"('Fremont', 'WV')",40.0216713,-80.7003072,Marshall
479,Terre Haute,IN,EE,70000,"('Terre Haute', 'IN')",39.4667034,-87.41390919999999,Vigo
480,Crane,IN,ME,58000,"('Crane', 'IN')",38.8911588,-86.90389379999999,Martin
481,Perrysburg,OH,CHE,58000,"('Perrysburg', 'OH')",41.556996,-83.627157,Wood
482,Osh Kosh,WI,ME,60000,"('Osh Kosh', 'WI')",44.0247062,-88.5426136,Winnebago
483,Orlando,FL,ME,65000,"('Orlando', 'FL')",28.5383355,-81.3792365,Orange
484,Jupiter,FL,ME,65000,"('Jupiter', 'FL')",26.9342246,-80.0942087,Palm Beach
485,Indianapolis,IN,ME,50000,"('Indianapolis', 'IN')",39.768403,-86.158068,Marion
486,Dallas,TX,OE,55368,"('Dallas', 'TX')",32.7801399,-96.80045109999999,Dallas
487,Columbus,IN,ME,52000,"('Columbus', 'IN')",39.2014404,-85.9213796,Bartholomew
488,Point Beach,WI,ME,70000,"('Point Beach', 'WI')",44.1999304,-87.52816469999999,Door
489,Ipsilanti,MI,ME,68000,"('Ipsilanti', 'MI')",42.2411499,-83.61299389999999,Washtenaw
490,Chicago,IL,CE,53000,"('Chicago', 'IL')",41.8781136,-87.6297982,Cook
491,Reston,VA,CPE,60008,"('Reston', 'VA')",38.9586307,-77.35700279999999,Fairfax
492,Mount Vernon,IN,CHE,53760,"('Mount Vernon', 'IN')",37.9322662,-87.8950267,Posey
493,Mount Vernon,IN,CHE,58240,"('Mount Vernon', 'IN')",37.9322662,-87.8950267,Posey
494,Dallas,TX,SE,60300,"('Dallas', 'TX')",32.7801399,-96.80045109999999,Dallas
495,Dallas,TX,CS,63000,"('Dallas', 'TX')",32.7801399,-96.80045109999999,Dallas
496,Fort Wayne,IN,SE,60300,"('Fort Wayne', 'IN')",41.079273,-85.1393513,Allen
497,Chicago,IL,SE,71000,"('Chicago', 'IL')",41.8781136,-87.6297982,Cook
498,Shelbyville,KY,ME,59000,"('Shelbyville', 'KY')",38.2120144,-85.2235666,Shelby
499,Indianapolis,IN,ME,55000,"('Indianapolis', 'IN')",39.768403,-86.158068,Marion
500,"Prudoebay,",AK,ME,68000,"('Prudoebay,', 'AK')",70.2556453,-148.3384293,North Slope
501,Westin,WV,ME,62500,"('Westin', 'WV')",39.0384274,-80.46731299999999,Lewis
502,New Iberia,LA,CHE,70000,"('New Iberia', 'LA')",30.0035365,-91.81872849999999,Iberia
503,Bakersfield,CA,CE,70000,"('Bakersfield', 'CA')",35.3732921,-119.0187125,Kern
504,Midland,TX,CHE,62004,"('Midland', 'TX')",31.9973456,-102.0779146,Midland
505,Houston,TX,ME,72000,"('Houston', 'TX')",29.7601927,-95.36938959999999,Harris
506,Midland,TX,CHE,70000,"('Midland', 'TX')",31.9973456,-102.0779146,Midland
507,Carmel,IN,CS,58000,"('Carmel', 'IN')",39.978371,-86.1180435,Hamilton
508,Indianapolis,IN,CS,58000,"('Indianapolis', 'IN')",39.768403,-86.158068,Marion
509,Indianapolis,IN,CS,60000,"('Indianapolis', 'IN')",39.768403,-86.158068,Marion
510,Carmel,IN,CS,61500,"('Carmel', 'IN')",39.978371,-86.1180435,Hamilton
511,Houston,TX,ME,83000,"('Houston', 'TX')",29.7601927,-95.36938959999999,Harris
512,Orlando,FL,ME,56000,"('Orlando', 'FL')",28.5383355,-81.3792365,Orange
513,Cincinnati,OH,SE,50000,"('Cincinnati', 'OH')",39.1031182,-84.5120196,Hamilton
514,San Diego,CA,ME,64000,"('San Diego', 'CA')",32.7153292,-117.1572551,San Diego
515,Terre Haute,IN,ME,42000,"('Terre Haute', 'IN')",39.4667034,-87.41390919999999,Vigo
516,San Antonio,TX,ME,62000,"('San Antonio', 'TX')",29.4241219,-98.49362819999999,Bexar
517,Minneapolis,MN,BE,65500,"('Minneapolis', 'MN')",44.983334,-93.26666999999999,Hennepin
518,Indianapolis,IN,EE,58000,"('Indianapolis', 'IN')",39.768403,-86.158068,Marion
519,Lafayette,IN,CHE,67000,"('Lafayette', 'IN')",40.4167022,-86.87528689999999,Tippecanoe
520,West Lafayette,IN,CHE,66000,"('West Lafayette', 'IN')",40.4258686,-86.90806549999999,Tippecanoe
521,Dallas,TX,EE,67000,"('Dallas', 'TX')",32.7801399,-96.80045109999999,Dallas
522,Dallas,TX,EE,67000,"('Dallas', 'TX')",32.7801399,-96.80045109999999,Dallas
523,Dallas,TX,EE,67000,"('Dallas', 'TX')",32.7801399,-96.80045109999999,Dallas
524,Dallas,TX,CPE,67000,"('Dallas', 'TX')",32.7801399,-96.80045109999999,Dallas
525,Sturgeon Bay,WI,CHE,58000,"('Sturgeon Bay', 'WI')",44.8341639,-87.3770419,Door
526,San Antonio,TX,ME,64000,"('San Antonio', 'TX')",29.4241219,-98.49362819999999,Bexar
527,Erlanger,KY,ME,60000,"('Erlanger', 'KY')",39.0167275,-84.60077729999999,Kenton
528,Indianapolis,IN,BE,43000,"('Indianapolis', 'IN')",39.768403,-86.158068,Marion
529,Marshall,IL,ME,54000,"('Marshall', 'IL')",39.3914252,-87.6936384,Clark
530,Des Plaines,IL,CHE,69000,"('Des Plaines', 'IL')",42.0333623,-87.88339909999999,Cook
531,Des Plaines,IL,CHE,69000,"('Des Plaines', 'IL')",42.0333623,-87.88339909999999,Cook
532,Des Plaines,IL,CHE,69000,"('Des Plaines', 'IL')",42.0333623,-87.88339909999999,Cook
533,Lombard,IL,CHE,63000,"('Lombard', 'IL')",41.8800296,-88.00784349999999,Dupage
534,Seymour,IN,OE,65000,"('Seymour', 'IN')",38.9592201,-85.8902547,Jackson
535,Seymour,IN,ME,60000,"('Seymour', 'IN')",38.9592201,-85.8902547,Jackson
536,Bloomington,IN,CE,55000,"('Bloomington', 'IN')",39.165325,-86.52638569999999,Monroe
